Gene	Transcript	Chrom	Start	End	Strand	ExonCount
UBE2K	NM_005339	chr4	39699756	39784412	+	7
PDS5A	NM_001100399	chr4	39824483	39979531	-	33
N4BP2	NM_018177	chr4	40058470	40159872	+	18
RHOH	NM_004310	chr4	40198651	40248587	+	3
CHRNA9	NM_017581	chr4	40337350	40357234	+	5
RBM47	NM_001098634	chr4	40425297	40631881	-	7
NSUN7	NM_024677	chr4	40751972	40813201	+	12
APBB2	NM_004307	chr4	40812044	41216559	-	18
UCHL1	NM_004181	chr4	41258945	41270472	+	9
LIMCH1	NM_001330672	chr4	41540174	41702061	+	32
PHOX2B	NM_003924	chr4	41746099	41750742	-	3
TMEM33	NM_018126	chr4	41937446	41962820	+	7
DCAF4L1	NM_001029955	chr4	41983773	41988482	+	1
SLC30A9	NM_006345	chr4	41992547	42092478	+	18
BEND4	NM_207406	chr4	42112870	42154672	-	6
SHISA3	NM_001080505	chr4	42399505	42404504	+	2
ATP8A1	NM_006095	chr4	42410390	42659122	-	37
GRXCR1	NM_001080476	chr4	42894730	43032675	+	4
KCTD8	NM_198353	chr4	44175920	44450826	-	2
YIPF7	NM_182592	chr4	44624105	44653642	-	6
GUF1	NM_021927	chr4	44680437	44702945	+	17
GNPDA2	NM_138335	chr4	44703812	44728573	-	7
GABRG1	NM_173536	chr4	46037786	46126071	-	9
GABRA2	NM_000807	chr4	46245565	46392145	-	10
COX7B2	NM_130902	chr4	46736844	46911262	-	3
GABRA4	NM_000809	chr4	46920917	46995598	-	9
GABRB1	NM_000812	chr4	47033584	47428464	+	9
COMMD8	NM_017845	chr4	47452804	47465719	-	5
ATP10D	NM_020453	chr4	47487292	47595503	+	23
CORIN	NM_006587	chr4	47596018	47840084	-	22
NFXL1	NM_001278624	chr4	47849257	47916600	-	23
CNGA1	NM_001379270	chr4	47937994	48018698	-	11
NIPAL1	NM_207330	chr4	48018789	48042190	+	6
TXK	NM_003328	chr4	48068410	48136267	-	15
TEC	NM_003215	chr4	48137800	48271855	-	18
SLAIN2	NM_020846	chr4	48343546	48428218	+	8
SLC10A4	NM_152679	chr4	48485360	48491543	+	3
ZAR1	NM_175619	chr4	48492269	48496406	+	4
FRYL	NM_015030	chr4	48499374	48782296	-	64
OCIAD1	NM_017830	chr4	48833105	48863832	+	9
OCIAD2	NM_001014446	chr4	48887036	48908791	-	7
CWH43	NM_025087	chr4	48988292	49064096	+	16
DCUN1D4	NM_001040402	chr4	52709319	52783003	+	11
LRRC66	NM_001024611	chr4	52859818	52886529	-	5
SGCB	NM_000232	chr4	52886872	52904465	-	6
SPATA18	NM_145263	chr4	52917470	52963465	+	13
USP46	NM_022832	chr4	53457126	53525468	-	9
ERVMER34-1	NM_001242690	chr4	53608720	53617592	-	3
RASL11B	NM_023940	chr4	53728484	53733002	+	4
SCFD2	NM_152540	chr4	53739149	54232228	-	9
FIP1L1	NM_030917	chr4	54243808	54327029	+	18
LNX1	NM_001126328	chr4	54325468	54457653	-	11
CHIC2	NM_012110	chr4	54875956	54930772	-	6
GSX2	NM_133267	chr4	54966330	54968665	+	2
PDGFRA	NM_006206	chr4	55095460	55164412	+	23
KIT	NM_000222	chr4	55524124	55606881	+	21
KDR	NM_002253	chr4	55944648	55991762	-	30
SRD5A3	NM_024592	chr4	56212409	56239267	+	5
TMEM165	NM_018475	chr4	56262124	56292342	+	6
CLOCK	NM_004898	chr4	56294070	56413076	-	23
PDCL2	NM_152401	chr4	56422686	56458412	-	6
NMU	NM_006681	chr4	56461398	56502465	-	10
EXOC1L	NM_001351574	chr4	56685956	56703655	+	3
EXOC1	NM_001024924	chr4	56719814	56771252	+	19
CEP135	NM_025009	chr4	56815111	56899527	+	26
AASDH	NM_181806	chr4	57204456	57253657	-	15
PPAT	NM_002703	chr4	57259528	57301781	-	11
PAICS	NM_001079524	chr4	57302426	57330744	+	9
SRP72	NM_006947	chr4	57333783	57369847	+	19
ARL9	NM_001363794	chr4	57371957	57390619	+	4
HOPX	NM_032495	chr4	57514164	57547462	-	4
SPINK2	NM_001271718	chr4	57676027	57687867	-	4
REST	NM_005612	chr4	57774066	57802010	+	4
NOA1	NM_032313	chr4	57829516	57843772	-	7
POLR2B	NM_000938	chr4	57845062	57897324	+	25
IGFBP7	NM_001553	chr4	57896939	57976551	-	5
ADGRL3	NM_001387552	chr4	62066044	62944053	+	27
TECRL	NM_001010874	chr4	65143420	65275168	-	12
EPHA5	NM_001281766	chr4	66185285	66536207	-	17
CENPC	NM_001812	chr4	68334480	68411221	-	19
STAP1	NM_012108	chr4	68424445	68473055	+	9
UBA6	NM_018227	chr4	68478370	68566873	-	33
GNRHR	NM_000406	chr4	68602836	68620106	-	3
TMPRSS11D	NM_004262	chr4	68686594	68749720	-	10
TMPRSS11A	NM_001114387	chr4	68775113	68829211	-	10
TMPRSS11F	NM_207407	chr4	68918916	68995587	-	10
TMPRSS11B	NM_182502	chr4	69092371	69111412	-	10
YTHDC1	NM_001031732	chr4	69176105	69215808	-	17
TMPRSS11E	NM_014058	chr4	69313181	69363322	+	10
UGT2B17	NM_001077	chr4	69402891	69442040	-	7
UGT2B15	NM_001076	chr4	69512315	69536370	-	6
UGT2B10	NM_001075	chr4	69681712	69697741	+	6
UGT2A3	NM_024743	chr4	69794181	69817522	-	6
UGT2B7	NM_001074	chr4	69962192	69978705	+	6
UGT2B11	NM_001073	chr4	70065669	70080466	-	6
UGT2B28	NM_053039	chr4	70146193	70160768	+	6
UGT2B4	NM_021139	chr4	70345883	70361623	-	6
UGT2A2	NM_001105677	chr4	70454135	70505360	-	6
UGT2A1	NM_001252275	chr4	70454135	70518965	-	7
SULT1B1	NM_014465	chr4	70586885	70626338	-	8
SULT1E1	NM_005420	chr4	70706930	70725863	-	8
CSN1S1	NM_001890	chr4	70796786	70812292	+	16
CSN2	NM_001891	chr4	70820974	70831446	-	8
STATH	NM_003154	chr4	70861683	70868287	+	6
HTN3	NM_000200	chr4	70894176	70902255	+	6
HTN1	NM_002159	chr4	70916155	70924565	+	6
PRR27	NM_214711	chr4	71019954	71032326	+	5
ODAM	NM_017855	chr4	71061442	71070293	+	12
FDCSP	NM_152997	chr4	71091841	71100969	+	5
CABS1	NM_033122	chr4	71200698	71202833	+	2
SMR3A	NM_012390	chr4	71226477	71232875	+	3
SMR3B	NM_006685	chr4	71248848	71255961	+	3
OPRPN	NM_021225	chr4	71263657	71275912	+	3
MUC7	NM_152291	chr4	71337914	71348714	+	3
AMTN	NM_212557	chr4	71384286	71398460	+	9
AMBN	NM_016519	chr4	71457973	71473005	+	13
ENAM	NM_031889	chr4	71494461	71512541	+	9
JCHAIN	NM_144646	chr4	71521258	71532225	-	4
UTP3	NM_020368	chr4	71554249	71556268	+	1
RUFY3	NM_001037442	chr4	71587681	71674336	+	18
GRSF1	NM_002092	chr4	71681500	71705607	-	10
MOB1B	NM_173468	chr4	71768086	71853885	+	6
DCK	NM_000788	chr4	71859366	71896631	+	7
SLC4A4	NM_001098484	chr4	72052976	72437800	+	26
GC	NM_000583	chr4	72607414	72649796	-	13
NPFFR2	NM_004885	chr4	72897717	73014022	+	4
ADAMTS3	NM_014243	chr4	73146686	73434938	-	22
COX18	NM_001297732	chr4	73918079	73935433	-	6
ANKRD17	NM_032217	chr4	73939093	74124515	-	34
ALB	NM_000477	chr4	74270004	74287199	+	15
AFP	NM_001134	chr4	74301938	74321891	+	15
AFM	NM_001133	chr4	74347462	74369718	+	15
RASSF6	NM_177532	chr4	74437267	74486153	-	11
CXCL8	NM_000584	chr4	74606286	74609433	+	4
CXCL6	NM_002993	chr4	74702395	74704477	+	4
PF4V1	NM_002620	chr4	74719013	74720200	+	3
CXCL1	NM_001511	chr4	74735110	74737025	+	4
PF4	NM_002619	chr4	74846528	74847744	-	3
PPBP	NM_002704	chr4	74852156	74853907	-	3
CXCL5	NM_002994	chr4	74861359	74864394	-	4
CXCL3	NM_002090	chr4	74902306	74904406	-	4
CXCL2	NM_002089	chr4	74962757	74964912	-	4
MTHFD2L	NM_001144978	chr4	75023835	75168816	+	8
EPGN	NM_001270989	chr4	75174187	75182506	+	5
EREG	NM_001432	chr4	75230862	75254466	+	5
AREG	NM_001657	chr4	75310853	75320722	+	6
BTC	NM_001729	chr4	75669969	75719733	-	6
PARM1	NM_015393	chr4	75858326	75975323	+	4
RCHY1	NM_015436	chr4	76404243	76439613	-	9
THAP6	NM_144721	chr4	76439683	76455236	+	5
ODAPH	NM_178497	chr4	76481276	76490027	+	2
CDKL2	NM_001330724	chr4	76501706	76555712	-	14
G3BP2	NM_203505	chr4	76567970	76598595	-	12
USO1	NM_003715	chr4	76649761	76735439	+	24
PPEF2	NM_006239	chr4	76781020	76823605	-	17
NAAA	NM_014435	chr4	76834813	76862166	-	11
SDAD1	NM_018115	chr4	76871068	76912098	-	22
CXCL9	NM_002416	chr4	76922428	76928662	-	4
CXCL10	NM_001565	chr4	76942271	76944650	-	4
CXCL11	NM_005409	chr4	76954835	76957223	-	4
ART3	NM_001130016	chr4	76995862	77033939	+	12
NUP54	NM_017426	chr4	77035817	77069550	-	12
SCARB2	NM_005506	chr4	77079890	77134977	-	12
FAM47E	NM_001136570	chr4	77172874	77204936	+	8
STBD1	NM_003943	chr4	77227886	77232283	+	2
SHROOM3	NM_020859	chr4	77356382	77704406	+	11
SOWAHB	NM_001029870	chr4	77815305	77819297	-	1
SEPTIN11	NM_018243	chr4	77870905	77959768	+	10
CCNI	NM_006835	chr4	77968308	77997142	-	7
CCNG2	NM_004354	chr4	78078360	78091213	+	8
CXCL13	NM_001371558	chr4	78526974	78532988	+	4
CNOT6L	NM_144571	chr4	78634541	78740522	-	12
MRPL1	NM_020236	chr4	78783984	78873939	+	9
FRAS1	NM_025074	chr4	78978477	79465423	+	74
ANXA3	NM_005139	chr4	79472924	79531601	+	13
BMP2K	NM_198892	chr4	79697504	79837519	+	16
PAQR3	NM_001040202	chr4	79833032	79860592	-	6
NAA11	NM_032693	chr4	80237801	80247215	-	2
GK2	NM_033214	chr4	80327515	80329382	-	1
ANTXR2	NM_058172	chr4	80822300	80994383	-	17
PRDM8	NM_001099403	chr4	81118657	81125483	+	4
FGF5	NM_004464	chr4	81187818	81212171	+	3
CFAP299	NM_152770	chr4	81256884	81884904	+	6
BMP3	NM_001201	chr4	81951862	81978781	+	3
PRKG2	NM_006259	chr4	82008529	82136376	-	19
RASGEF1B	NM_152545	chr4	82347547	82393061	-	14
HNRNPD	NM_031370	chr4	83273651	83295144	-	9
HNRNPDL	NM_031372	chr4	83343722	83351615	-	8
ENOPH1	NM_021204	chr4	83351743	83382330	+	6
TMEM150C	NM_001080506	chr4	83404329	83483141	-	8
SCD5	NM_001037582	chr4	83550692	83719949	-	5
SEC31A	NM_001077207	chr4	83739662	83812306	-	27
THAP9	NM_024672	chr4	83821888	83841122	+	5
LIN54	NM_194282	chr4	83845756	83931976	-	13
COPS4	NM_016129	chr4	83956336	83996971	+	10
PLAC8	NM_016619	chr4	84011201	84035882	-	5
COQ2	NM_001358921	chr4	84184977	84205951	-	7
HPSE	NM_001098540	chr4	84213614	84256001	-	12
HELQ	NM_133636	chr4	84328499	84376976	-	18
MRPS18C	NM_016067	chr4	84377211	84383451	+	6
ABRAXAS1	NM_139076	chr4	84380670	84406253	-	9
GPAT3	NM_032717	chr4	84457261	84527028	+	12
NKX6-1	NM_006168	chr4	85413138	85420445	-	3
CDS1	NM_001263	chr4	85504280	85572487	+	13
WDFY3	NM_014991	chr4	85590750	85887843	-	68
ARHGAP24	NM_001025616	chr4	86396303	86923819	+	10
MAPK10	NM_138982	chr4	86931558	87281206	-	14
PTPN13	NM_080683	chr4	87515468	87736314	+	48
SLC10A6	NM_197965	chr4	87744621	87770537	-	6
C4orf36	NM_144645	chr4	87797358	87813575	-	5
AFF1	NM_001166693	chr4	87856154	88062206	+	21
KLHL8	NM_020803	chr4	88081255	88141770	-	10
HSD17B13	NM_178135	chr4	88224946	88244034	-	7
HSD17B11	NM_016245	chr4	88257667	88312340	-	7
NUDT9	NM_024047	chr4	88343725	88380607	+	8
SPARCL1	NM_004684	chr4	88394487	88450528	-	11
DSPP	NM_014208	chr4	88529681	88538025	+	5
DMP1	NM_004407	chr4	88571432	88585509	+	6
IBSP	NM_004967	chr4	88720706	88733587	+	7
MEPE	NM_020203	chr4	88754121	88767969	+	4
SPP1	NM_001040058	chr4	88896866	88904563	+	7
PKD2	NM_000297	chr4	88928787	88998929	+	15
ABCG2	NM_004827	chr4	89011421	89079791	-	16
PPM1K	NM_152542	chr4	89178772	89205713	-	7
HERC6	NM_017912	chr4	89300004	89364249	+	23
HERC5	NM_016323	chr4	89378270	89427314	+	23
PIGY	NM_001042616	chr4	89442149	89444927	-	2
PYURF	NM_032906	chr4	89442149	89444927	-	2
HERC3	NM_014606	chr4	89513631	89629690	+	26
NAP1L5	NM_153757	chr4	89617064	89618980	-	1
FAM13A	NM_014883	chr4	89647111	89978336	-	24
TIGD2	NM_145715	chr4	90032684	90036052	+	2
GPRIN3	NM_198281	chr4	90157534	90228951	-	2
SNCA	NM_000345	chr4	90645250	90758312	-	6
MMRN1	NM_007351	chr4	90816005	90875765	+	8
CCSER1	NM_001145065	chr4	91048545	92526446	+	11
GRID2	NM_001510	chr4	93225117	94695717	+	16
ATOH1	NM_005172	chr4	94749904	94752115	+	1
SMARCAD1	NM_020159	chr4	95129016	95212443	+	24
HPGDS	NM_014485	chr4	95219686	95263987	-	6
PDLIM5	NM_006457	chr4	95373093	95589374	+	13
BMPR1B	NM_001203	chr4	95679106	96079599	+	13
UNC5C	NM_003728	chr4	96083655	96470124	-	16
PDHA2	NM_005390	chr4	96761244	96762615	+	1
STPG2	NM_174952	chr4	98480023	99064627	-	11
RAP1GDS1	NM_001100427	chr4	99182535	99365009	+	15
TSPAN5	NM_005723	chr4	99391518	99579762	-	8
EIF4E	NM_001968	chr4	99800427	99850284	-	7
METAP1	NM_015143	chr4	99916872	99983960	+	11
ADH5	NM_000671	chr4	99992129	100009939	-	9
ADH4	NM_000670	chr4	100044809	100065448	-	9
ADH6	NM_001102470	chr4	100123796	100140403	-	9
ADH1A	NM_000667	chr4	100197526	100212142	-	9
ADH1B	NM_000668	chr4	100226128	100242558	-	9
ADH1C	NM_000669	chr4	100257654	100273903	-	9
ADH7	NM_000673	chr4	100333420	100356499	-	9
C4orf17	NM_032149	chr4	100432178	100463460	+	9
TRMT10A	NM_001134665	chr4	100467868	100485196	-	8
MTTP	NM_001386140	chr4	100495981	100545154	+	18
C4orf54	NM_001354435	chr4	100557686	100578985	-	3
DAPP1	NM_014395	chr4	100737984	100791347	+	9
LAMTOR3	NM_021970	chr4	100799493	100815584	-	7
DNAJB14	NM_001031723	chr4	100817405	100867775	-	8
H2AZ1	NM_002106	chr4	100869245	100871432	-	5
DDIT4L	NM_145244	chr4	101107027	101111625	-	3
EMCN	NM_016242	chr4	101316498	101439179	-	12
PPP3CA	NM_000944	chr4	101944575	102268683	-	14
BANK1	NM_017935	chr4	102711887	102995969	+	17
SLC39A8	NM_001135146	chr4	103182823	103266639	-	9
NFKB1	NM_003998	chr4	103422516	103538459	+	24
MANBA	NM_005908	chr4	103551927	103682125	-	17
UBE2D3	NM_181891	chr4	103715540	103748708	-	8
CISD2	NM_001008388	chr4	103790149	103813964	+	3
SLC9B1	NM_139173	chr4	103822085	103940862	-	12
SLC9B2	NM_178833	chr4	103943410	103997918	-	12
BDH2	NM_020139	chr4	103998749	104020991	-	10
CENPE	NM_001813	chr4	104026968	104119500	-	49
TACR3	NM_001059	chr4	104507188	104641142	-	5
CXXC4	NM_025212	chr4	105389465	105416051	-	3
TET2	NM_001127208	chr4	106068033	106200960	+	11
PPA2	NM_176869	chr4	106290234	106395219	-	12
ARHGEF38	NM_001242729	chr4	106473777	106602071	+	14
INTS12	NM_020395	chr4	106603784	106629846	-	8
GSTCD	NM_001370181	chr4	106629941	106768882	+	12
NPNT	NM_001033047	chr4	106816628	106892828	+	12
TBCK	NM_001163435	chr4	106962756	107237366	-	26
AIMP1	NM_001142416	chr4	107237707	107270613	+	7
GIMD1	NM_001195138	chr4	107278549	107289935	-	3
DKK2	NM_014421	chr4	107842959	107957470	-	4
PAPSS1	NM_005443	chr4	108534822	108641390	-	12
SGMS2	NM_001375905	chr4	108746088	108836203	+	7
CYP2U1	NM_183075	chr4	108852705	108874617	+	5
HADH	NM_005327	chr4	108911045	108956327	+	8
LEF1	NM_016269	chr4	108968704	109090088	-	12
RPL34	NM_001319236	chr4	109541732	109546526	+	5
OSTC	NM_021227	chr4	109571755	109588976	+	4
ETNPPL	NM_031279	chr4	109663209	109684209	-	13
COL25A1	NM_198721	chr4	109729881	110223814	-	38
SEC24B	NM_006323	chr4	110354971	110462052	+	24
MCUB	NM_017918	chr4	110481402	110609875	+	8
CASP6	NM_001226	chr4	110609784	110624601	-	7
PLA2G12A	NM_030821	chr4	110631145	110651226	-	4
CFI	NM_000204	chr4	110661851	110723155	-	13
GAR1	NM_018983	chr4	110736918	110745893	+	7
RRH	NM_006583	chr4	110749128	110766098	+	7
LRIT3	NM_198506	chr4	110769263	110793471	+	4
EGF	NM_001963	chr4	110834039	110934922	+	24
ELOVL6	NM_024090	chr4	110967002	111119771	-	4
ENPEP	NM_001977	chr4	111397311	111486441	+	20
PITX2	NM_000325	chr4	111538579	111544233	-	3
FAM241A	NM_152400	chr4	113066610	113116412	+	2
AP1AR	NM_018569	chr4	113152943	113194266	+	10
TIFA	NM_052864	chr4	113195693	113207060	-	2
ALPK1	NM_025144	chr4	113218525	113363777	+	16
NEUROG2	NM_024019	chr4	113434672	113437336	-	2
ZGRF1	NM_018392	chr4	113460495	113558065	-	28
LARP7	NM_016648	chr4	113558299	113578742	+	13
ANK2	NM_001148	chr4	113970809	114304892	+	46
CAMK2D	NM_001321571	chr4	114372188	114682894	-	21
ARSJ	NM_024590	chr4	114821440	114900803	-	2
UGT8	NM_001128174	chr4	115519963	115599381	+	6
NDST4	NM_022569	chr4	115748919	116034776	-	14
TRAM1L1	NM_152402	chr4	118004710	118006732	-	1
NDST3	NM_004784	chr4	118955641	119179789	+	14
PRSS12	NM_003619	chr4	119201193	119274158	-	13
METTL14	NM_020961	chr4	119606547	119636585	+	11
SEC24D	NM_014822	chr4	119643978	119757281	-	23
SYNPO2	NM_133477	chr4	119810009	119982402	+	5
MYOZ2	NM_016599	chr4	120056987	120108944	+	6
USP53	NM_001371395	chr4	120133868	120216673	+	19
C4orf3	NM_001001701	chr4	120217574	120221800	-	2
FABP2	NM_000134	chr4	120238405	120243293	-	4
PDE5A	NM_001083	chr4	120415558	120549959	-	21
MAD2L1	NM_002358	chr4	120976778	120988003	-	5
PRDM5	NM_018699	chr4	121613070	121843881	-	16
NDNF	NM_024574	chr4	121956768	121993690	-	4
TNIP3	NM_024873	chr4	122052563	122085476	-	11
QRFPR	NM_198179	chr4	122249797	122302173	-	6
ANXA5	NM_001154	chr4	122589101	122618135	-	13
SMIM43	NM_001384332	chr4	122680085	122686319	-	6
EXOSC9	NM_005033	chr4	122722478	122738176	+	12
CCNA2	NM_001237	chr4	122737599	122745038	-	8
BBS7	NM_176824	chr4	122745484	122791629	-	19
TRPC3	NM_001130698	chr4	122795636	122873215	-	12
ADAD1	NM_139243	chr4	123300166	123350939	+	13
IL2	NM_000586	chr4	123372625	123377880	-	4
IL21	NM_021803	chr4	123531263	123542221	-	5
BBS12	NM_152618	chr4	123653859	123666094	+	2
FGF2	NM_001361665	chr4	123747986	123819391	+	3
NUDT6	NM_007083	chr4	123813732	123843752	-	5
SPRY1	NM_001258038	chr4	124317950	124324910	+	3
ANKRD50	NM_020337	chr4	125585203	125633887	-	5
FAT4	NM_001291303	chr4	126236110	126414087	+	18
INTU	NM_015693	chr4	128554112	128647892	+	16
SLC25A31	NM_031291	chr4	128651555	128695447	+	6
HSPA4L	NM_014278	chr4	128703477	128761888	+	19
PLK4	NM_014264	chr4	128802048	128820379	+	16
MFSD8	NM_001371596	chr4	128838960	128886328	-	12
ABHD18	NM_001358451	chr4	128886561	128961108	+	13
LARP1B	NM_018078	chr4	128982467	129133143	+	20
PGRMC2	NM_006320	chr4	129190397	129208968	-	3
JADE1	NM_199320	chr4	129730855	129796379	+	11
SCLT1	NM_144643	chr4	129805148	130014694	-	21
C4orf33	NM_001099783	chr4	130017307	130037792	+	6
PCDH10	NM_032961	chr4	134070449	134115855	+	5
PABPC4L	NM_001114734	chr4	135117488	135122944	-	2
PCDH18	NM_019035	chr4	138440072	138453648	-	4
SLC7A11	NM_014331	chr4	139085251	139163503	-	12
NOCT	NM_012118	chr4	139936935	139967093	+	3
ELF2	NM_001331036	chr4	139978419	140098372	-	10
MGARP	NM_032623	chr4	140187319	140201379	-	4
NDUFC1	NM_001184989	chr4	140211085	140223631	-	6
NAA15	NM_057175	chr4	140222659	140312538	+	20
RAB33B	NM_031296	chr4	140375275	140397763	+	2
SETD7	NM_030648	chr4	140427192	140477373	-	8
MGST2	NM_002413	chr4	140586973	140625397	+	5
MAML3	NM_018717	chr4	140637907	141075338	-	5
SCOC	NM_001153484	chr4	141294800	141306882	+	4
CLGN	NM_004362	chr4	141309607	141348802	-	15
MGAT4D	NM_001277353	chr4	141363416	141419447	-	11
ELMOD2	NM_153702	chr4	141445322	141474924	+	9
UCP1	NM_021833	chr4	141480585	141490115	-	6
TBC1D9	NM_015130	chr4	141541936	141677539	-	21
RNF150	NM_020724	chr4	141780961	142054623	-	7
ZNF330	NM_014487	chr4	142142049	142155851	+	10
IL15	NM_000585	chr4	142557736	142655140	+	8
INPP4B	NM_001101669	chr4	142944313	143767454	-	26
USP38	NM_032557	chr4	144106070	144145027	+	10
GAB1	NM_002039	chr4	144258029	144395718	+	10
SMARCA5	NM_003601	chr4	144434855	144478639	+	24
FREM3	NM_001168235	chr4	144498455	144621828	-	8
GYPE	NM_198682	chr4	144792017	144826712	-	4
GYPB	NM_002100	chr4	144917257	144940533	-	5
GYPA	NM_002099	chr4	145030456	145061871	-	7
HHIP	NM_022475	chr4	145567308	145666423	+	13
ANAPC10	NM_001256706	chr4	145915728	146019348	-	5
ABCE1	NM_002940	chr4	146019463	146050676	+	18
OTUD4	NM_001366057	chr4	146054802	146101741	-	21
SMAD1	NM_005900	chr4	146403005	146480328	+	7
MMAA	NM_172250	chr4	146540537	146581185	+	7
C4orf51	NM_001080531	chr4	146601298	146653949	+	6
ZNF827	NM_001306215	chr4	146678779	146859975	-	15
LSM6	NM_007080	chr4	147096870	147112687	+	4
REELD1	NM_001354631	chr4	147135690	147153419	+	8
SLC10A7	NM_001029998	chr4	147175133	147443092	-	12
POU4F2	NM_004575	chr4	147560045	147563626	+	2
TTC29	NM_031956	chr4	147627769	147867016	-	13
EDNRA	NM_001957	chr4	148402249	148466106	+	8
TMEM184C	NM_018241	chr4	148538548	148557872	+	10
PRMT9	NM_138364	chr4	148558936	148605314	-	12
ARHGAP10	NM_024605	chr4	148653239	148993927	+	23
NR3C2	NM_000901	chr4	148999915	149363566	-	9
IQCM	NM_001363507	chr4	150272861	150736995	-	14
DCLK2	NM_001040260	chr4	150999597	151178590	+	16
LRBA	NM_001364905	chr4	151185587	151936436	-	57
MAB21L2	NM_006439	chr4	151503303	151505845	+	1
RPS3A	NM_001006	chr4	152020780	152025794	+	6
SH3D19	NM_001378122	chr4	152041433	152246757	-	20
PRSS48	NM_183375	chr4	152198325	152213014	+	5
GATB	NM_004564	chr4	152591656	152682159	-	13
FBXW7	NM_001349798	chr4	153241696	153457244	-	14
TMEM154	NM_152680	chr4	153539780	153601149	-	7
TIGD4	NM_145720	chr4	153690506	153700882	-	2
ARFIP1	NM_001025595	chr4	153701106	153833509	+	9
FHDC1	NM_001371116	chr4	153857475	153900823	+	12
TRIM2	NM_015271	chr4	154125595	154260469	+	12
MND1	NM_032117	chr4	154265840	154336270	+	8
TMEM131L	NM_001131007	chr4	154387512	154557863	+	35
TLR2	NM_001318789	chr4	154605432	154627412	+	3
RNF175	NM_173662	chr4	154631312	154681176	-	9
SFRP2	NM_003013	chr4	154701743	154710235	-	3
DCHS2	NM_001358235	chr4	155152894	155412951	-	20
PLRG1	NM_002669	chr4	155456157	155471552	-	15
FGB	NM_005141	chr4	155484163	155493959	+	8
FGA	NM_021871	chr4	155506427	155511894	-	5
FGG	NM_021870	chr4	155525323	155533808	-	9
LRAT	NM_004744	chr4	155665152	155674272	+	3
RBM46	NM_144979	chr4	155702424	155749965	+	5
NPY2R	NM_000910	chr4	156129788	156138228	+	2
MAP9	NM_001039580	chr4	156263810	156298117	-	14
GUCY1A1	NM_001130682	chr4	156588000	156658211	+	10
GUCY1B1	NM_000857	chr4	156680173	156728963	+	14
ASIC5	NM_017419	chr4	156750881	156787429	-	10
TDO2	NM_005651	chr4	156824848	156841558	+	12
CTSO	NM_001334	chr4	156845270	156875018	-	8
PDGFC	NM_016205	chr4	157681606	157892951	-	6
GLRB	NM_000824	chr4	157997302	158093242	+	10
GRIA2	NM_001083619	chr4	158141880	158287227	+	16
GASK1B	NM_001128424	chr4	159045626	159094177	-	5
TMEM144	NM_018342	chr4	159131638	159176568	+	13
RXFP1	NM_021634	chr4	159443034	159574524	+	18
C4orf46	NM_001008393	chr4	159587827	159593039	-	2
ETFDH	NM_004453	chr4	159593448	159630775	+	13
PPID	NM_005038	chr4	159630279	159644548	-	10
FNIP2	NM_020840	chr4	159690178	159829202	+	17
FSTL5	NM_020116	chr4	162305049	163085152	-	16
NAF1	NM_138386	chr4	164049821	164088042	-	8
NPY1R	NM_000909	chr4	164245114	164253748	-	3
NPY5R	NM_006174	chr4	164265044	164273086	+	4
TKTL2	NM_032136	chr4	164392247	164394906	-	1
TMA16	NM_018352	chr4	164415842	164441691	+	7
SMIM31	NM_001352885	chr4	165675283	165724947	+	3
APELA	NM_001297550	chr4	165798330	165818679	+	3
TRIM60	NM_152620	chr4	165953151	165962901	+	3
TMEM192	NM_001100389	chr4	165991760	166034012	-	6
KLHL2	NM_007246	chr4	166128713	166244299	+	15
MSMO1	NM_006745	chr4	166248821	166264316	+	6
CPE	NM_001873	chr4	166300160	166419699	+	9
TLL1	NM_012464	chr4	166794389	167025609	+	21
SPOCK3	NM_001040159	chr4	167654535	168155645	-	11
ANXA10	NM_007193	chr4	169013688	169108887	+	12
DDX60	NM_017631	chr4	169137445	169239903	-	38
DDX60L	NM_001012967	chr4	169277886	169401643	-	38
PALLD	NM_001166108	chr4	169418203	169849592	+	22
CBR4	NM_032783	chr4	169908741	169931406	-	5
SH3RF1	NM_020870	chr4	170015410	170192107	-	12
NEK1	NM_001199397	chr4	170313960	170533734	-	36
CLCN3	NM_001829	chr4	170541729	170644824	+	13
HPF1	NM_017867	chr4	170650621	170679095	-	8
MFAP3L	NM_021647	chr4	170907753	170947546	-	3
AADAT	NM_016228	chr4	170981373	171011107	-	13
GALNTL6	NM_001034845	chr4	172734555	173962710	+	13
GALNT7	NM_017423	chr4	174089962	174245118	+	12
HMGB2	NM_002129	chr4	174252527	174255509	-	5
SAP30	NM_003864	chr4	174292105	174298683	+	4
SCRG1	NM_007281	chr4	174305852	174320267	-	3
HAND2	NM_021973	chr4	174447242	174451380	-	2
FBXO8	NM_012180	chr4	175157809	175204818	-	6
CEP44	NM_001040157	chr4	175205062	175241479	+	12
HPGD	NM_000860	chr4	175411326	175443639	-	7
GLRA3	NM_006529	chr4	175558071	175750398	-	10
ADAM29	NM_014269	chr4	175839509	175899331	+	5
GPM6A	NM_201591	chr4	176554088	176733415	-	7
WDR17	NM_181265	chr4	176986992	177103966	+	29
SPATA4	NM_144644	chr4	177105730	177116736	-	6
